 Tweet,Sentiment
 layingg down        textttt me      ,0
 leaving ,0
 leaving for camp in the morning ,0
 leaving wildwood is not fun   farewell you swell land i love you ,0
 leaving work two hours early ,0
 leaving unhappy about it but if i walk 4m in rain i will get sick sad tho ,0
 left my new scarf in gail s car really sick of the rain june on the seacoast is supposed to be beautiful ,0
  leo laporte pissed of is a scary thing ,0
 life goes on right g night ,0
 life is good ,1
 life is life       i am having my time of my life     ,1
 life is taking a lot of energy out of me atm working today with a girl i hate and have to usher children into sunday school to sing   ,0
 life isn t always good right ,0
 lol   i m going to bed   the world wide web search for the jeans has resulted in utter disappointment   http   lookbook nu look 31895 ,0
 long day ,0
 looked everywhere for these poem only have a few notes that i made during prelims ,0
 looks like im not going anywhere this summer being poor sucks ,0
 lost my pic there   ,0
 love you lex ,1
 love your crockpot  quot one week of easy crock pot desserts  associated content quot  http   tinyurl com m4gnor  ,1
 loved the first late night with conan  ,1
 loves being alone all the time ,0
 lub you too baby ,1
 lucky beggar you are  warothe ,1
 lucky has disapeared let out maureen this morning and locky had gone could it be mrrat so upset     ,0
 maan my mum say i m too often in front of my pc no that isn t right  ,0
 magic lost   they played so well  maybe things will be better at home for orlando   good luck   ,0
 making lots of noise my poor baby i hurt you soooo much ,0
 man i don t feel good   ,0
 man i hate the bnp the greens are so great and its horrible to see them grouped down with such a horrible party in seats  _ ,0
 man this sucks i really wanted to see  big_sean tomorrow ,0
 man thats soo terrible why cant you see you belong with me  ,0
 marco  waits for thumbdrive to reply rarrrrrrrgrrrr marcoooo ,0
 maria is a loser she sucks at point break ,0
 mas que nada by sergio mendes is the black eyed peas one not the proper one ,0
 massive headache totally have a cold and going to work today sucks ,0
 maths g c s e tomorrow why  haha listening to mcfly and watching beat the star x ,0
 maths test tomz ,0
 may not be able to goto the mmvas tomorrow fuck ,0
 maybe if i pay somebody they ll take care of me i need a personal nurse ,0
 today s grand rounds brought me back to my physiology and cell hell days ,0
 tomorrow is my baby s 4th birthday she s getting so big    not a baby anymore ,0
 too hot  i want rain    and everyone complains when it rains and now everyone complains coz it sunny  ,1
 too many twitter txts cant get them on my phone anymore exceeded my limit   apparently not unlimited ,0
 too scared to sleep watch too may damn silent hill videos ,0
 toooooo slow           ,0
  toothache subsiding thank god for extra strength painkillers ,1
 totally left it too late to book a holiday without being ripped off any tip offs anyone something cheap and warm from the 6th july ,0
 touchin the starss ,1
 towed my fxcking shit  ,0
 tried to make soup but my mommas tastes so much better   at least all the ingredients are cook properly this time ,0
 tummy ache ,0
 turns out he isn t hilarious though ,0
 twitter for google desktop so i don t have to tweet in a window ,1
 twitter is not sending tweets to my phone ahhhhh ,0
 twitter is working on my iphone again ,1
 twitter iz gay n confusing    ,0
 twitter made peter lose oh well  he still rocks ,0
 twitter stop being a dick and let me change my background image  imagine a shiny nhl ring in the background ,0
 twitter s not letting me post my photo ,0
 u coming over  becuz ur 17 becuz of ur age its stupid   so i cant hangout with u i hate them  and my mom is just like its becuz ily ,0
 u dont kno my struggle ,0
 u still have my   amp i wonder if you miss me too    most likely not   hmm doubting you ll ever see this either   ,0
 ugh hahaha ,0
 ugh your phone is just being a bitch today ,0
  uhhhg siiicck ouuchh ,0
 u ll see the truth  ,1
 valued member of our team just skipped town due to annoying exec    sighs ,0
 ventures lead guitarist bob bogle whose fretwork on instrumental hits such as  quot hawaii five o quot influenced countless bands died sunday ,0
 very happy about the weekend ,1
  very sad that i missed free comic book day ,0
 virgin blue really dropped the ball today flight delayed 3 times 3 different gates and my boarding pass and seat had to be changed ,0
 waaaaah  i can t go see  mitchelmusso today  more ,0
 wakin up exactly where i wanna be   ,1
 waking up to an inbox filled with more stuff to do ,0
 walang kachat naghihintay mag online ang kachat ,1
 wanna be in oz     pink is coming     she needs to jump across the ditch and visit us again ,0
 want to be at meet up again ,0
 want to go back to sleep cos its too early but im not tired at all x ,0
 wants to go and see the jonas brothers oin november ,0
 was gonna go to my brothers show but still feeling like poo     ,0
  was wondering whats nearby and cultured that i could do the remembered the tower of london is on my street ,1
 wasted a grand yesterday just sunk in and sadly i m gonna be back to shopping in a few hours must kick habit ,0
 mcfly are playing down goes another one on ucap tour ,0
 mcfly weren t on radiobob yet ,0
 me like my new picture ,1
 me too darling ,0
 me too ugh ,1
 medium season finale was tonight storm knocked out cable earlier when i was watching it finally finished it   so upsetting ,0
 meeks   what a depressing day ,0
 might be joining a band  ,1
 might not be able to go to cali maybe canada or shall i bribe my mom to go to london      xd ,0
 might not be able to go to cali maybe canada or sham i bribe my mom to go to london      xd ,0
 mike just called he has to stay and close the salon tonight ,0
 miley your awesome ,1
 miley s climb song just came on n the kid next to me singing it alound and her granny started singing it toooo help help ,0
 miserable day today dont ask story might not be finished   ,0
 miss you boys hope we see us again soon and make party together   ,0
 missed my dads phone call ,0
 missed the pearl jam tickets ,0
 misses 8 out of 10 cats tonigggght ,0
 misses her bby ,0
  misses mak ani ,0
  misses the rush of my birthday hates that im back to working and my vacation is up and is very upset that my fish died ,0
 missing the read meet the team  join the team http   tinyurl com djlgrt ,0
  mmmm any one out tomorrow  wants to do something but has no money ,0
 moday is the last day of skool  only a half day ,1
   mommy i wanna go hooome ,0
 mom s leaving ,0
 moncton this week sometime   hope so gonna see my hunny ,1
 monday monday ,1
 more exams noooooooooo  ,0
 more storms god keep us safe refinnyj  lt  gt mat1234 ,0
 morning already   ,0
 mothers day ,1
 mr twitter universe hasnt let me on for over a week now how am i supposed to vote  ,0
 muffins ruined cuz i used baking soda instead of powder by accident and now i want to cry but it s so dumb to cry about muffins ,0
 mum and stephan are argueing noo stop it please it will only lead on to worser things and my foods gonna get cold what a plarva ,0
 music   lt 3 haha i need to get ready to walk to the grocery store  a mile away oh and clean my house bbl to do more ff stuff ,1
 must try to raise some funds to get better computer present one like me worn out also need a publisher literary ag   http   ow ly ejff ,0
 must wait till wednesday for new phonogram can t wait can t wait ,0
 my 12 year old is taking care of the injured black cat in front of our house waiting for animal control too bad my wife is allergic ,0
 my 99yrold great gma died today  but  peace after a rough year sad circumstances but can t wait to see jes and rest of the family ,0
 my ankle is sore ,0
 my babe is super sick ,0
 my baby kitty is going blind my charlotte why can t it be my stupid sister s cat why mine ,0
 my backrounds not working help ,0
 my bday is almost over     ,0
 my bf left for this sea cadet thing yesterday and i wont be able to reach him for weeks makes me sad    ,0
 watching                    it s really sad ,0
 watching jon  amp kate  quot news quot on e tv while on recumbent bike that  amp msnbc not into j amp k but xcuse me me thinkx jon has a tiny organ poor j ,0
 watching pushing daisies from last night love the quirkieness of it and lee pace is lush ,1
 watching the news makes me loose faith in human kind ,0
 we hurt my moms feelings ,0
 we just got done role playing ,1
 we lost but thats ok the series isn t over one more game   but we had a really fun time    now time to take meds and go to bed ,0
 well if it makes you feel any better this drive is pretty lame o ,0
 well i m going again in early july minus my mother get jaime to drive ya ll up here ,1
 well me seeing you shall be arranged i don t care what i have to do ,0
 well my might just got made ,1
 well she is almost two mnths old and we haven t been to the dr about anything else so i would say that s good ,0
 well i m going to bed now i m tired and i have a meeting to go to tomorrow sometimes it really sucks to be unemployed ,0
 well just the show for calvin and mine that bird great triple crown for him though ,0
 well   yes and i promised to go out tonight fuck all i want to do is eat ice cream and watch romcoms  clich   me  ,0
 went to the library  amp checked out no books for me guess i ll chip away at the mt everest sized stack next to my bed   ,0
 we re fighting he s frustrates me so damn much arghhh about to watch drag me to hell in this awkward silence how fun ,0
 west indies lost now the final is between pakistan and sri lanka   hope pakistan wins ,0
 whahhh                                    noo                                        ,0
 what a day i hope everyone is having a better day than me what a mess i seem to make on a daily basis ,0
 what a great night ,1
  what a wonderful way to waste a day watching both the harold and kumar movies ,1
 what coursework are you doing ,1
 what do you guys do when you can t sleep ,0
 what happen with my pictureeeeeeeeeeeeeeeeeeeee ,0
 what happened to taylor ,0
 what if brad doesn t like me he s so cool ,0
 what is this number six ,0
 what to do   ,0
  what the crossing is never coming out too damn it this year sucks for games ,0
 whatever ,0
 whats all this dannygokey hate all about   ,0
 whats good tonight  lets make it gooooood holler ,1
 what s that about ,1
 what s the appeal of patrick wolf and his cellulite why is it all over my tumblr dashboard  ,0
 whats the point of wisdom teeth nothing grr in so much pain and i look like a chipmunk fml ,0
 when i come around   ,1
 where did it all go to anyone in charlotte want to come out tonight and play flashlight tag with me it ll be cooler with a big group ,0
 where is the sun x ,0
 wheres a gvsu woman when ya need one ,0
 while shooting tonight i was murdered by miskeetoes  but mainly on my feet and because i am slightly   http   tumblr com xge1x2wtl ,0
 my birdy lucky died this morning its sooo sad ,0
 my birthday is in two days  ,1
 my birthday is on monday ,1
 my boyfriend has a boyfriend ,0
 my browser very smoothly pros password activated no history total privacy cons basic module ,0
 my cells diedddd ,0
 my chorus teacher gave the children of eden solo to all the senior girls   wtf it s not a solo now stuck with the spiritual   ,0
 my computer doesn t drag clips into sv ,0
 my dad won t let me get my licesence until the summer  ,0
 my dear wife is having a rough day at home tweet me some good vibes for her and i ll forward them  she s not on twitter  ,0
 my dog i wanted got adopted today ,0
 my dog might have cancer cheering myself up with night at the museum 2 green tea and love ,0
 my dumb asthma won t go away   ,0
 my ears hurt ,0
 my eva got hit by a drunk driver ,0
 my eyes are going to be all puffy later argh   funerals    so sad   ,0
 my fav shoes blew a seam geez and they aren t that old   work ,0
 my feet are 3 times their normal size and puffing out of my sandals ,0
 my feet hurt so bad and my legs    and ankles fuck ,0
 my fish got sick today tomorrow i will know how many survived ,0
 my followers  i change my mind about movie star i think i will playin guitar ,1
 my friends are so mean lmao ,0
 my girl makes me cry ugly ,0
 my girls got beat by the grubiest team in the primary girls football 5 2 on the upside my girls played great game ,0
 my goin out plans tonight have kinda got a mess jenn ended up having to be on call   hopefully will end up doin something ,0
 my grandfathe have a diabetes  i hate this world ,0
 my hair extensions are fucking sexy as hell thanks for the support today marissa i love you ,1
 my handsome is not safe this week  heartbreaking  max ,0
 my harvest moon game keeps freezing i have things to do on there   ,0
 my head hurts ,0
 my head hurts now ,0
 my head hurts    joes fault   wanker   ghgo p    kujhvc ,0
 my head is hurting my throat is sore i can t hear the day26 leak the day26 album on amazon is fuc ing expensive i have homework    ,0
 my healthy harold sticker in stuck in my hair ,0
 my intert didnt cahgne im sad ,0
 my iphone has no signal in the theater boo  ignitephx ,0
 my ipod touch 2g is jailbroken ,1
 my itunes card just ran out ,0
 my legs hurt ,0
 my life ,0
 my mom has only been back a night and she has already driven me crazy she fucking spilled choc ice cream all over my car ,0
 my mom just figured out i like oranges fml ,0
 my mom says she wants you to come over soon anyways ,0
 my mom s mean   ,0
 my mood fantastic ,1
 my new best friend  lt 3 ,1
 my new sleek coffee maker is on the way to find me ,1
 my other brother s sick   ,0
 my parakeet escaped i m pretty bummed but kudos to storm rider for following his dreams ,0
 while taking the girls to see up then lunch then school for tourtering then class tonight ,0
 whooo time to kill some zombies ,1
 why am i not in dallas goodnight ,0
 why are you sick ,0
 why cant anything good happen for or to me i jus want to be in love     crying ,0
 why can t i just be a heartless bitch ,0
 why can t people understand when you want to keep a wedding small that you can t invite everyone you know ,0
 why didn t they have my size http   twitpic com 7xyxv ,0
 why do bands release digital only versions of eps i want a cd copy   at least i ll be able to get this one i guess   ,0
 why do you have to be so mean ,0
 why does my corey smith station play nothing but hootie and the blowfish ,0
 why does nobody want to hire me  ,0
 why does the optician hate me stoopid glasses ,0
 why hasn t he called i m being blown off yet again ,0
 why is it that i am always so damn unlucky it s not fair i m like crying right now uhdjfdfjkdsfhds kfjhds fkdjhflk dfjdslkfjd lkfjd lfkm ,0
 why is this taking so long  ,0
 why cheer up ily ryan lol  ryan241241 ,0
 why goodnight world ,0
 why  why why      so sad ,0
 whys everything complicatedddddddddddd ,0
 whys there no britbrit official fan club anymore i need to join ,0
 will have to wait to next week to meet c and n because of trip to tokyo darnit can t wait to meet them congratulations heidi babes ,0
 will it ever enddd  ,0
 wish i could have gone bowling tonight ahh well dr chace  lt 3 ,0
 wish i could ve made things better baybeh ,0
 wish people didnt make stupid mistakes like you did    all i need now is a bottle of wine and curl up in a blanket on my own ,0
 wish you were here yea you  ,1
 wishh people were being cooler ,0
 wishin he would just trust me ,0
 wishing he didn t make me smile my heart wouldn t jump so daggone much and confirm what i ve tried to deny i still love him ,0
 wishing i could fall off the face of the earth why does school have to be soooooo expensive   ,0
 wishing it was 5  bored to death need a nap and some ice cream  ,0
 wishing on a star ,1
 with katie ,1
 with my boys  lt 3 ,1
 withdrawals ,0
 wna play acoustic but bust my high e string yesterday ,0
 woe even after updating my name i m not searchable by  quot brilliance in sight quot maybe twitter will catch up ,0
 woke up early to wash and dry my tie dye shirt   the stupid thing is still wet   fml ,0
 woke up to a nightmare   ,0
 won t know if cyrus is okayfir another two weeks   ,0
 won t someone please give me a job pretty please  a physics degree has to count for something ,0
 woo can t wait to watch  transformers 2 revenge of the fallen  ,1
 work again uhhhhhhhhhmmmmmmm how i would love to snuggle in my warm bed again   ,0
 work now ,0
 work today   oh well only 2 months left ,0
 work and i need to get used to this website  kind of confusing ,0
 working and enjoying ,1
 working tonight when i shouldn t be ,0
 worried about the bf he s been having pains on the left side of his stomach if it doesn t get better soon we re going to see the doctor ,0
 worst day ever  its raining  i want to eat and i want to go home     http   plurk com p pbh1r ,0
 worst moment of my lifeeee   wilson is moving to coloradoooo ,0
 worst mood i have ever been in ever ,0
 wow   soooo soooooo glad you visited here in the philippines   your awesome           you made filipinos happy    like me  ,1
 wow feeling seriously let down by the big guys http   bit ly 9qytz ,0
 wrote another song  yeah  third one this week i m rockin and rollin it haha   lolz    lt 3 ,1
 wtf is it raining my hair is gonna be ruined ,0
 wtf was i doing    wtf ,0
 wtf cole why are you being a fucktard just stay human  this refers to charmed btw ,0
 y must i hve graduation practice   all im gonna is walk ,0
 ya kim come home today my life is back in order ,1
 yay for summer   its officially summer when there are a lot of teenagers in the pool  lol ,1
 yay queen is here ,1
 yeah i do ,0
 yeah i really miss my bus kids so much they mean so much to me especially the jaimes family ,1
 yeesh ,0
 yeps   that was amazing xd finally something away from my house haha  myhaloromance ,1
 yes i m watching qualification now hamilton s out of q1 you watching it  atomict ,0
 yesterday was great hahaha ,1
 yet another 6am studio finish   but great results ,1
 yey to night i  ll see wolverine with a friend  dancing ,1
 you always show up at the right time  istillbelieve                                          read more at http   bit ly nmjhv ,1
 you are amazing bby ,1
 you guyss are amazing ,1
 you know what these random followers are like they leave you if you don t drop everything and follow them back instantly meh ,0
 your welcome ,1
 you re ironing early going out probably karma for keeping me up past my bedtime knackered ,0
 you re welcome http   aweber com b 22u8z ,1
 youtubee ,1
 youtwitface  youtwitface  youtwitface ,0
 yup yup life is goooooood again   finally     i guess the saying is true sometimes to take one step forward you do have to take two back ,1
 yx is ok evn thy saw an acdnt she is ok good to hear frm her ,1
 zelda game artwork i seriously hope link is really older than ever before sure looks it ,1
  ecstaticist my 1st ambition as a little girl was to become an astronomer sometimes i wonder if it s not too late    ,1
 am off to eat swiss food shall be fun good to spend a night with the boys  gt  lt  out ,1
 i need a new graphics card if i want the sims 3  ,0
 rb  verawooten  quot  ladypn  quot its a brand new day already time to leave the dance party  quot  quot good morning  http   blip fm  7b9sk ,1
   jordaniscreativ    nice seeing you out too bad we didn t get to chat ,0
 my pendrive is broken   it feels that my stars are not good today ,0
 my phone died    now i have to use my dads other one    ,0
 my phone is bout to brake ,0
 my pic with harry is so bad ,0
 my poor bunny just ripped his ear all to pieces off to the vet in the a m ,0
 my prescription isn t covered on our insurance sad face ,0
 my puupy is still in hospital i was crying soo much last night for him  lt 3 ,0
 my shoulder s acting up ,0
 my sister got a lunch date and i don t ,0
 my sister janet s friend julie passed away this morning from cancer please say a prayer for her family she was only 39  so very sad ,0
 my sister just graduated   ,0
 my stomach hurts   ,0
 my sunglasses are full of ben amp jerry  s   ,0
 my thoart hurts again i was shouting heaps ,0
 my uncles here yay ,1
 my vector problems have vanished i m looking forward to my maths exams now provided i don t do silly mistakes ,1
 my video is taking eons to upload  silly facebook ,0
 my whole body is aching   didnt thought the aftermath of a chalet could be this bad ,0
 my windshield cracked ,0
 myspace isn t working ,0
 n im still  work ,0
 nadal s not playing  wimbledon ,0
 neck hurts meds dont help ,0
 need new group ,0
 need to be next to you tucking u in and saying goodnight smiles xxooxox ,1
 need to steal a macbook to play this sims 3 ,0
 never drinking again   famous last words it says with it s headache  hangover ,0
 never thought it d be like this ,0
 new follower thx 2 u    ye 4 day weekend started friday last day 2mozz nothing 2day computer ,1
 new paramore now ,0
 night all i feel funny ,0
 nightmare  dreamt i had moved back into the house of doom with evil landlord   eeeek ,0
 niice day lt  ,1
 nip tuck has been cancelled ,0
 no boby will not talk 2 me ,0
 no diving for me today   we ll try again next week    bsb ,0
 no drama today but thats ok coz i super happy ,0
 no eagles tickets for k3v0 ,0
 no encontre a pololo en mr twitter ,0
 no fair   can t i have abit of curry ,0
 no finals today three more days til i m a senior ,1
 no followers ,0
 no insomnia tonight  yey  ,1
 no mel in religion i guess im spilling all my boy stories to jackie tomorrow ,0
 no more brother for 2 weeks     ,0
 no more fox for me ,0
 no more margaret  theapprentice gutted ,0
 no more miami this weekend  boooo i m officially a workaholic wooo ,0
 no no noo i absolutely refuse to be sick at a time like this  ,0
 no one calls me anymore ,0
 no one to go shopping with ,0
 no party for me http   myloc me 29o7 ,0
 no seniors today depressing i was supposed to bake cookies but then we had no cookie dough so   bah ,0
 no site will upload my video i ve been trying for like 50hrs now blessings ,0
   to bad u have a boyfriend ,0
     i just saw the fuse commercial for dmb playing at beacon theatre  made me super excited ,1
       i love exclamation points ,1
          omg       i lost all of my photage and stuff for the new video that was coming out monday   sorry guys looks like no new vid ,0
                    no mgs1  ,0
    shiaomei  quot  pinkpolkadots  djsurfer    stelly dan   quot    http   blip fm  7tknp ,1
   sigh   done washing dishes hate it so much but i dont hve choice we got only 1 maid here the other one just left a few month ago ,0
  4 mile drag race video from inside my gto lot s of fun for my daily driver http   tinyurl com nyye5x try viewing full screen ,1
  bkdodgr we ll always have paris ,1
  fryed if i were to perform an interpretive dance of twitter that would be it ,1
  kwwheeler twitter how to live vicariously in 140 characters or less ,1
  mattiej yoopers spell it c eh n eh d eh eh ,1
  monettenom perfect thank you http   twitpipe com ,1
 freebsd jails ing make me rockers ,1
 mercurial crew can t find osutil    can t hg update to the old revision ,0
 a couple of very liberal people i know thought brokeback mountain was stupid exploitation ,0
 brokeback mountain  is tragic but immensely well executed never feeling moralistic ,0
 harry potter series  because of the delicious way my life is sucked away when i read it    ,1
 i loved brokeback mountain and i haven t seen crash but i still feel like people are   ,1
 mission impossible 3 was awesome and if you didn t see it because of some problem you have with tom cruise then stop pretending as though you actually like moives ,1
 mission impossible 3 sucks like a theatan energy field ,0
4291 0 kaggle or that awful   goth twist on brokeback mountain   the   shattered spine emo mound of cow shit  ,1
 the da vinci code is awesome though ,0
 thinking back to my comment to anax i decided to write a really awful harry potter fanfic rife with faked mary sue ism   ,0
  rockchic65 aw poor you hope it s not oinkflu   ,1
 1 perk when working for the pga free tickets to one of the most famous golf tournaments in the world ,0
 about to head back to work  the holidays over ,0
 butterfly   delta goodrem aaah this was my favourite song when i was years younger i miss my old house the australian sunsets ,0
 cough  runny nose or stuffy nose  sore throat  body aches  headache 4 more and i would have flu ,1
 state of origin go queensland  ,1
  followfriday  astrologylesson for esoteric secrets of astrology and informative astrology lessons ,0
  amp    it s june bug season again ,0
  amp iranelection i am a muslim turk living in st louis mo and i will pray for the victims ,1
       amp      sharepoint ,0
 1 shasta magic baaad ,1
 1 birthday wish for pat lam to tell me happy birthday happy birthday to freak ,1
 1 google search result for  quot want to see something gross quot is my blog   couldn t be prouder ,0
 no text   ,0
 no tickets left for non memers to chelsea flower show ,0
 nobody loves me   everybody hates me   i m going to go eat worms now ,0
 nobodys talkin 2 vickey 2day lol ,0
 non of my old teachers are at kennedy anymore  ,0
 nooo     i hate when this happens my mom wasn t able to get the paper sighed and now i cant go skate with my friends in nh  boho ,0
 noooo it doesnt work w ipods i rly wanted unlimited music for  15 a month ,0
 nose bleeds are back its been years gonna get it fixed again lol ,0
 not a good day at uni   ,0
 not a good look oh well u did it to urself ,0
 not a happy bunny today i have to go to school in 6 mins          school sucks ,0
 not allowed to get a webcam   did i already say that oh well ,0
 not doing acting anymore it was a fake place no stealing my parents money      ,0
 not going to green man now so sad ,0
 not going to the visa championships this year because i need to save money good luck  nliukin ,0
 not good hospital in 5 mins ,0
 not good right now ,0
 not happy at all at the moment     ,0
 not happy with that at all   ,0
  not having a good night ,0
 not looking forward to my 10 hour shift tomorrow ,0
 not really feelin good  ,1
 not really sure what to do ,0
 not tired but have no1 to chat with lol oh the irony   ,1
 nothing but ready   ,0
 nothing ever goes according to plan for me now i might only see katy once this is so sad ,1
 nothing like a good test of willpower ,1
 nothing to say ,0
 now dad will tell mom to put the toys higher up cause i m taller than she thought i knew i shoulda waited til they left gosh darn it ,1
 now i can focus on hw   ,1
 now i m really leaving   horray for kids ,1
 now its free somehow ,0
 now they said the airplane door is shut so i have to shut down cus the tweets get trapped on the plane see u out there     o ,0
 now what colie ,1
 nugget bit jack i told him not to poke the poor hamster ,0
 nyaaaaaa christina is gointa die of boredom and she still wants to go to newry  gt   lt and dan is gayyyyyyy  gt   gt ,1
                                                                                                                     history of mathematics ,0
 obtw  omgitsjustintr lolol twitpic doesnt work for me d ,1
 off to california    ,0
 off to exam nowww   cant wait for 5pm    ,1
 off work praying i get excepted in the lu distance learning program and hopefully i can get done soon i ll keep you updated ,0
 oh my poor baby is sick   ,0
 oh no my dog just attacked the cat belongong to my relatives now he s in the doghouse it s the kinda thing that rips families apart  ,0
 oh well ,1
 oh  amp thanks mary for leaving the keys in the car on saturday so me  amp ester could drive it around  even though you didn t know  hahaha ,1
 ok good night  laurafstahl love ya ,1
 1 most popular news story headline on yahoo  happiness is    being old male and republican          lol this cracks me up ,1
 1 son altho spending weekend w his girlfriend who lives 1 2way across country  amp he hasn t seen in months took time to call his mommie ,1
 100miletraining trail run in progress 4hr  sweatfest 22miles going to be glad when done this am what are you doing ,1
 10yearsofenema   my first album my favorite one  ,0
 2 todays weather sucks and its perfect close pleaseeee i hope they dont keep my on call ,1
 30secondstomars  marsiscoming ,1
 30secondstomars  30secondstomars  30secondstomars  marsiscoming  marsiscoming  marsiscoming 30secondstomars  30secondstomars  ,0
 31wsop 2 500 in chips 144 remain ,1
 365songs all caught up with my 365songs   ,1
 3breakupwords  quot problem isn t you it s me   quot  lie   ,1
 3breakupwords fuck you babe ,1
 3hotwords  fancy a  coffee ,1
 3hotwords  yes i m vegan ,1
 3hotwords  quot all cash offer quot ,1
 3hotwords  quot i love life quot  amp  quot follow me please quot ,1
 3hotwords  quot i love you quot  3turnoffwords  quot eurovision song contest quot lmfao  ,1
 3hotwords do it again ,1
 3hotwords for now i am sleepy good night people ,1
 3hotwords quitate eso mami i m buggin lol ,1
 3hotwords three hot words  gosh i m a genius ,1
 3hotwords what the hell ,1
 3stalkerwords i cant wait ,1
 3stalkerwords i love you    i think this should rate pretty high ,1
 3thingsilove bottle  not greedy rose chocolate  amp people ,0
 3turnoffwords  isit in yet ,1
 3turnoffwords  quot better than weezy quot aint nobody better than him beitches ,0
 3turnoffwords  quot f ck the lakers  quot ,0
 3turnoffwords i gotta go to work in 10 minutes ,0
 3turnoffwords i have diarrhea ,1
 3turnoffwords it s too big ,1
 3turnoffwords lick my balloons  ,0
 3turnoffwords no hugs please ,1
 3turnoffwords oops wrong hole  sorry ,0
 3turnoffwords i m gonna blow ,0
 3wordsaftersex ow rug burns ,0
 3wordsaftersex i haven t started ,0
 3wordsaftersex i m really sorry lol ,1
 3wordsaftersex u take american express hey free miles ,1
 3wordsaftersex  quot i cant move quot thats when its that good good ,1
 3wordsduringsex u nasty boy lmfao ,0
 3wordsduringsex waiit it hurtz ,1
 3wordsregardingnkotb jen loves joey    what to self centered okay fill in your name and your fav then ,1
 3wordsregardingnkotb the special sauce ,0
 621621621 times happy nadal is out i ve found a new appreciation for the swedes   but i want my djokovic back ,1
 aamaustin  final panel on rising in a downturn great group of speakers katie tolin  who knew the amish had a hub too funny ,1
 actofgreen last yr finally stopped using bot water water filter now  kitchen  amp shower  no more plastic bottles  amp better health yay ,1
 ok great  gt http   www okaygreat com  p 1608 ,1
 ok i hate the postman  ,1
 ok twitter world we r back online    ,1
 ok done wiff school work off 2 school tomorrow 6 45 im already in our room hahahaha ,0
 okay twitter friends  i guess it was just my tv last night per  cocopostergurl  knauticus ,0
 omg i hear everyone snoring but i cant sleep ,1
 omg   greatest feeling ever this is better than drugs ,1
 omggggg   later practice  tiring ,1
 omgoodness   i m happy again thanks baby ,0
 on duty   ,0
 on going home early and missing taylor swift stupid stomach flu ,1
 on my way to get  jackosborne then to glasgow for florence  the machine ,0
  on my way to the airport ,0
 on my way to work sucks being dependent on the man ,0
 one day left not fair ,0
 one hour and fifteen minutes til im free and get to go home  lame ,0
 one last thing even thugh im sad that danny gokey went home kris was amazing last night woulden t you agree ,0
 one of my guy friends is making my doubt my ability to financially and emotionally support a puppy and gave me a lecture on finances wtf ,0
 one of the best friends i ve ever had doesn t want a party before she s shipped off to bfe aka long beach ,0
 only 1 follower so sad ,0
 only if u had service on ur cell these days wont be so looong i miss u already ,1
 only need to bullshit results and then i am finished maths investigation oh    and 500th tweet  d ,1
 oomg  what a night serious  what a night work in 6 hours     getting to bed smiling  goooood nite friends ,1
 other life experience in this awsome show  asot400 ,0
 ouchhhhhh ,0
 out tonight for my birthday and i got a huuuuuge spot typical ,0
 out with the old in with the new   http   www thestar com news gta article 652705 ,1
 owen campos is so ugly omg wtf ,0
 packing up time 2 go home wish we could stay another wk ,1
 partying with the home dogs lmao and mark hes pretty cool i think i love him lmfao ,0
 pens lost that sucks majorly ,0
 people in bkt gantang chosed a penderhaka   congratulation  but maybe that his rezki  ,0
 pff  que mala historia  s ,1
 pic added yay ,0
 pictures from iran are making me sick wtf is wrong with the world i am going back to my boring but safe tax article ,1
   playing basketball and throwing a disc around at the park life is awesome    ,0
 playoffs it is then ,0
 please 1 more lol ,0
 please conect i need speak with you    ,1
 please do and retweet http   bit ly cnxrk ,1
 please follow me   ,1
 please knock him out please torrie i ll pay you ,0
 please  hope and time  nothing more d ,1
 plus fair ground plans with 7 or more people the more the merrier ,0
 poor bradie poor shauny  bradiewebbstack  shaunjumnow ,0
 poor lady i wish i could help ,0
 poor people on the  metro ,0
 poor rob glad he s fine but i m sure it was scarey startling to witness and experience ,0
 acupuncture pulled something in my neck and shoulder and no acupuncture today booooo ,0
 addictedto love songs i know how lame lol ,0
 adidasuk serious effing  fail  they didn t deliver my shoes on time so my shoes will be in uk till december when my sister comes to sa ,1
 adiict  bollywood my and my hubbie http   tinyurl com qrngck ,0
 af447 i took this flight 2 years ago ,1
 afazenda animal esse reality show hein hein ,1
 ahbl have misha d he s awfully handome and much more tanned than castiel wee bit skinny but more than enuf to hug is a lovely hugged ,0
 aion beta starts  3am for wa players   i don t know if i can force myself to stay awake that long must do it for mmoey goodness ,0
 air france    so tragic ,1
 albumoftheweek i name sunset rubdown s newest album dragonslayer the album of the week  cause i frickin love it ,1
 alltimelow  alltimelow  alltimelow  alltimelow  alltimelow  alltimelow  alltimelow  alltimelow  alltimelow get it trending ,0
 amazeballs    something else i should know but don t ,1
 andyclemmensen  shaundiviney  bradiewebb  andyclemmensen  shaundiviney  bradiewebb  andyclemmensen  shaundiviney  bradiewebb ,1
 andyclemmensen  shaundiviney  bradiewebb  lt it s probably a little late but oh wellz  d oh  shaunjumpnow ,1
 andyclemmensen i really really want to watch  quot alice in wonderland quot  amp  amp  quot the flinstones quot the real people ones ,1
 andyclemmensen i think this just might work for  andyclemmensen ,1
